DBCODE,ENTITY,SITE,REACH_TYPE,DATE,INVERT_NO,LR_SUB,SUBSAMPLE_AREA,SUBSAMPLE_PROPORTION,TAXA,TAXA_RANK,INV_LIFESTAGE,MAG,INVERT_LENGTH,CONVERTED_LENGTH,TOT_CNT
AS010,2,"MR404",SG,2014-07-17,343,SUB,0.0703,0.1875,"Elmidae","FAMILY",A,3.20,8.1,2.53,1
AS010,2,"MR404",SG,2014-07-17,344,SUB,0.0703,0.1875,"Baetis","GENUS",N,2.00,5.1,2.60,1
AS010,2,"MR404",SG,2014-07-17,345,SUB,0.0703,0.1875,"Rhyacophila","GENUS",N,4.00,10.2,2.60,1
AS010,2,"MR404",SG,2014-07-17,346,SUB,0.0703,0.1875,"Rhyacophila","GENUS",N,2.00,5.2,2.60,1
AS010,2,"MR404",SG,2014-07-17,347,SUB,0.0703,0.1875,"Chironomidae","FAMILY",N,1.60,4.2,2.60,1
AS010,2,"MR404",SG,2014-07-17,348,SUB,0.0703,0.1875,"Ephemeroptera","ORDER",N,2.50,6.6,2.60,1
AS010,2,"MR404",SG,2014-07-17,349,SUB,0.0703,0.1875,"Glossosoma","GENUS",N,4.00,10.6,2.70,1
AS010,2,"MR404",SG,2014-07-17,350,SUB,0.0703,0.1875,"Elmidae","FAMILY",A,3.20,8.5,2.66,1
AS010,2,"MR404",SG,2014-07-17,351,SUB,0.0703,0.1875,"Ephemeroptera","ORDER",N,3.20,8.5,2.70,1
AS010,2,"MR404",SG,2014-07-17,352,SUB,0.0703,0.1875,"Rhyacophila","GENUS",N,4.00,10.8,2.70,1
AS010,2,"MR404",SG,2014-07-17,353,SUB,0.0703,0.1875,"Elmidae","FAMILY",L,4.00,11.0,2.80,1
AS010,2,"MR404",SG,2014-07-17,354,SUB,0.0703,0.1875,"Baetis","GENUS",N,3.20,8.9,2.80,1
AS010,2,"MR404",SG,2014-07-17,355,SUB,0.0703,0.1875,"Ephemeroptera","ORDER",N,3.20,9.1,2.80,1
AS010,2,"MR404",SG,2014-07-17,356,SUB,0.0703,0.1875,"Wormaldia","GENUS",N,3.20,9.1,2.80,1
AS010,2,"MR404",SG,2014-07-17,357,SUB,0.0703,0.1875,"Trichoptera","ORDER",N,3.20,9.1,2.80,1
AS010,2,"MR404",SG,2014-07-17,358,SUB,0.0703,0.1875,"Baetis","GENUS",N,3.20,9.2,2.90,1
AS010,2,"MR404",SG,2014-07-17,359,SUB,0.0703,0.1875,"Baetis","GENUS",N,3.20,9.2,2.90,1
AS010,2,"MR404",SG,2014-07-17,360,SUB,0.0703,0.1875,"Cinygmula","GENUS",N,3.20,9.2,2.90,1
AS010,2,"MR404",SG,2014-07-17,361,SUB,0.0703,0.1875,"Baetis","GENUS",N,2.00,5.8,2.90,1
AS010,2,"MR404",SG,2014-07-17,362,SUB,0.0703,0.1875,"Elmidae","FAMILY",A,3.20,9.3,2.90,1
AS010,2,"MR404",SG,2014-07-17,363,SUB,0.0703,0.1875,"Baetis","GENUS",N,3.20,9.3,2.90,1
AS010,2,"MR404",SG,2014-07-17,364,SUB,0.0703,0.1875,"Baetis","GENUS",N,2.50,7.3,2.90,1
AS010,2,"MR404",SG,2014-07-17,365,SUB,0.0703,0.1875,"Baetis","GENUS",N,4.00,11.8,3.00,1
AS010,2,"MR404",SG,2014-07-17,366,SUB,0.0703,0.1875,"Ephemeroptera","ORDER",N,3.20,9.5,3.00,1
AS010,2,"MR404",SG,2014-07-17,367,SUB,0.0703,0.1875,"Ephemeroptera","ORDER",N,3.20,9.5,3.00,1
AS010,2,"MR404",SG,2014-07-17,368,SUB,0.0703,0.1875,"Wormaldia","GENUS",N,3.20,9.5,3.00,1
AS010,2,"MR404",SG,2014-07-17,369,SUB,0.0703,0.1875,"Baetis","GENUS",N,3.20,9.6,3.00,1
AS010,2,"MR404",SG,2014-07-17,370,SUB,0.0703,0.1875,"Chironomidae","FAMILY",N,1.00,3.0,3.00,1
AS010,2,"MR404",SG,2014-07-17,371,SUB,0.0703,0.1875,"Ephemeroptera","ORDER",N,2.50,7.5,3.00,1
AS010,2,"MR404",SG,2014-07-17,372,SUB,0.0703,0.1875,"Baetis","GENUS",N,4.00,12.0,3.00,1
AS010,2,"MR404",SG,2014-07-17,373,SUB,0.0703,0.1875,"Baetis","GENUS",N,2.00,6.1,3.10,1
AS010,2,"MR404",SG,2014-07-17,374,SUB,0.0703,0.1875,"Baetis","GENUS",N,2.00,6.2,3.10,1
AS010,2,"MR404",SG,2014-07-17,375,SUB,0.0703,0.1875,"Baetis","GENUS",N,3.20,10.0,3.10,1
AS010,2,"MR404",SG,2014-07-17,376,SUB,0.0703,0.1875,"Cinygmula","GENUS",N,3.20,10.0,3.10,1
AS010,2,"MR404",SG,2014-07-17,377,SUB,0.0703,0.1875,"Baetis","GENUS",N,3.20,10.2,3.20,1
AS010,2,"MR404",SG,2014-07-17,378,SUB,0.0703,0.1875,"Baetis","GENUS",N,3.20,10.2,3.20,1
AS010,2,"MR404",SG,2014-07-17,379,SUB,0.0703,0.1875,"Ephemeroptera","ORDER",N,2.50,8.0,3.20,1
AS010,2,"MR404",SG,2014-07-17,380,SUB,0.0703,0.1875,"Elmidae","FAMILY",A,3.20,10.3,3.20,1
AS010,2,"MR404",SG,2014-07-17,381,SUB,0.0703,0.1875,"Chloroperlidae","FAMILY",N,3.20,10.4,3.30,1
AS010,2,"MR404",SG,2014-07-17,382,SUB,0.0703,0.1875,"Chironomidae","FAMILY",N,1.00,3.3,3.30,1
AS010,2,"MR404",SG,2014-07-17,383,SUB,0.0703,0.1875,"Ephemerellidae","FAMILY",N,2.00,6.7,3.40,1
AS010,2,"MR404",SG,2014-07-17,384,SUB,0.0703,0.1875,"Baetis","GENUS",N,3.20,10.8,3.40,1
AS010,2,"MR404",SG,2014-07-17,385,SUB,0.0703,0.1875,"Baetis","GENUS",N,2.00,6.8,3.40,1
AS010,2,"MR404",SG,2014-07-17,386,SUB,0.0703,0.1875,"Ephemerellidae","FAMILY",N,2.50,8.5,3.40,1
AS010,2,"MR404",SG,2014-07-17,387,SUB,0.0703,0.1875,"Ephemerellidae","FAMILY",N,2.50,8.5,3.40,1
AS010,2,"MR404",SG,2014-07-17,388,SUB,0.0703,0.1875,"Sweltsa","GENUS",N,2.50,8.5,3.40,1
AS010,2,"MR404",SG,2014-07-17,389,SUB,0.0703,0.1875,"Ephemeroptera","ORDER",N,2.50,8.6,3.40,1
AS010,2,"MR404",SG,2014-07-17,390,SUB,0.0703,0.1875,"Baetis","GENUS",N,2.00,6.9,3.50,1
AS010,2,"MR404",SG,2014-07-17,391,SUB,0.0703,0.1875,"Baetis","GENUS",N,3.20,11.2,3.50,1
AS010,2,"MR404",SG,2014-07-17,392,SUB,0.0703,0.1875,"Baetis","GENUS",N,2.00,7.0,3.50,1
AS010,2,"MR404",SG,2014-07-17,393,SUB,0.0703,0.1875,"Ephemerellidae","FAMILY",N,2.00,7.0,3.50,1
AS010,2,"MR404",SG,2014-07-17,394,SUB,0.0703,0.1875,"Chironomidae","FAMILY",N,1.60,5.7,3.60,1
AS010,2,"MR404",SG,2014-07-17,395,SUB,0.0703,0.1875,"Baetis","GENUS",N,3.20,11.5,3.60,1
AS010,2,"MR404",SG,2014-07-17,396,SUB,0.0703,0.1875,"Baetis","GENUS",N,3.20,11.5,3.60,1
AS010,2,"MR404",SG,2014-07-17,397,SUB,0.0703,0.1875,"Cinygmula","GENUS",N,3.20,11.5,3.60,1
AS010,2,"MR404",SG,2014-07-17,398,SUB,0.0703,0.1875,"Baetis","GENUS",N,2.00,7.2,3.60,1
AS010,2,"MR404",SG,2014-07-17,399,SUB,0.0703,0.1875,"Baetis","GENUS",N,2.00,7.2,3.60,1
AS010,2,"MR404",SG,2014-07-17,400,SUB,0.0703,0.1875,"Hydropsychidae","FAMILY",N,2.50,9.0,3.60,1
AS010,2,"MR404",SG,2014-07-17,401,SUB,0.0703,0.1875,"Polycentropodidae","FAMILY",N,2.50,9.0,3.60,1
AS010,2,"MR404",SG,2014-07-17,402,SUB,0.0703,0.1875,"Baetis","GENUS",N,2.50,9.1,3.60,1
AS010,2,"MR404",SG,2014-07-17,403,SUB,0.0703,0.1875,"Baetis","GENUS",N,2.50,9.2,3.70,1
AS010,2,"MR404",SG,2014-07-17,404,SUB,0.0703,0.1875,"Sweltsa","GENUS",N,2.50,9.2,3.70,1
AS010,2,"MR404",SG,2014-07-17,405,SUB,0.0703,0.1875,"Chironomidae","FAMILY",N,1.00,3.7,3.70,1
AS010,2,"MR404",SG,2014-07-17,406,SUB,0.0703,0.1875,"Tanypodinae","GENUS",N,1.60,6.0,3.80,1
AS010,2,"MR404",SG,2014-07-17,407,SUB,0.0703,0.1875,"Baetis","GENUS",N,2.00,7.5,3.80,1
AS010,2,"MR404",SG,2014-07-17,408,SUB,0.0703,0.1875,"Ephemerellidae","FAMILY",N,2.00,7.6,3.80,1
AS010,2,"MR404",SG,2014-07-17,409,SUB,0.0703,0.1875,"Perlidae","FAMILY",N,2.50,9.5,3.80,1
AS010,2,"MR404",SG,2014-07-17,410,LR,0.3750,1.0000,"Sweltsa","GENUS",N,2.50,9.6,3.80,1
AS010,2,"MR404",SG,2014-07-17,411,SUB,0.0703,0.1875,"Baetis","GENUS",N,2.00,7.7,3.90,1
AS010,2,"MR404",SG,2014-07-17,412,SUB,0.0703,0.1875,"Baetis","GENUS",N,2.00,7.8,3.90,1
AS010,2,"MR404",SG,2014-07-17,413,SUB,0.0703,0.1875,"Chironomidae","FAMILY",N,1.00,4.0,4.00,1
AS010,2,"MR404",SG,2014-07-17,414,SUB,0.0703,0.1875,"Baetis","GENUS",N,2.00,8.0,4.00,1
AS010,2,"MR404",SG,2014-07-17,415,SUB,0.0703,0.1875,"Baetidae","FAMILY",N,2.00,8.0,4.00,1
AS010,2,"MR404",SG,2014-07-17,416,SUB,0.0703,0.1875,"Glossosoma","GENUS",N,2.50,10.0,4.00,1
AS010,2,"MR404",SG,2014-07-17,417,SUB,0.0703,0.1875,"Ephemerellidae","FAMILY",N,2.50,10.1,4.00,1
AS010,2,"MR404",SG,2014-07-17,418,SUB,0.0703,0.1875,"Baetis","GENUS",N,2.00,8.1,4.10,1
AS010,2,"MR404",SG,2014-07-17,419,SUB,0.0703,0.1875,"Perlidae","FAMILY",N,2.00,8.1,4.10,1
AS010,2,"MR404",SG,2014-07-17,420,SUB,0.0703,0.1875,"Wormaldia","GENUS",N,2.50,10.2,4.10,1
AS010,2,"MR404",SG,2014-07-17,421,SUB,0.0703,0.1875,"Baetis","GENUS",N,2.00,8.2,4.10,1
AS010,2,"MR404",SG,2014-07-17,422,SUB,0.0703,0.1875,"Ephemerellidae","FAMILY",N,2.00,8.2,4.10,1
AS010,2,"MR404",SG,2014-07-17,423,SUB,0.0703,0.1875,"Leuctridae/Capniidae","FAMILY",N,2.00,8.2,4.10,1
AS010,2,"MR404",SG,2014-07-17,424,SUB,0.0703,0.1875,"Hydropsychidae","FAMILY",N,2.00,8.3,4.20,1
AS010,2,"MR404",SG,2014-07-17,425,SUB,0.0703,0.1875,"Glossosoma","GENUS",N,2.00,8.3,4.20,1
AS010,2,"MR404",SG,2014-07-17,426,SUB,0.0703,0.1875,"Ceratopogonidae","FAMILY",N,1.00,4.2,4.20,1
AS010,2,"MR404",SG,2014-07-17,427,SUB,0.0703,0.1875,"Glossosoma","GENUS",N,2.00,8.4,4.20,1
AS010,2,"MR404",SG,2014-07-17,428,SUB,0.0703,0.1875,"Baetis","GENUS",N,2.50,10.5,4.20,1
AS010,2,"MR404",SG,2014-07-17,429,SUB,0.0703,0.1875,"Sweltsa","GENUS",N,2.50,10.5,4.20,1
AS010,2,"MR404",SG,2014-07-17,430,SUB,0.0703,0.1875,"Baetis","GENUS",N,2.00,8.5,4.30,1
AS010,2,"MR404",SG,2014-07-17,431,SUB,0.0703,0.1875,"Calineuria","GENUS",N,2.50,10.8,4.30,1
AS010,2,"MR404",SG,2014-07-17,432,SUB,0.0703,0.1875,"Hesperoperla","GENUS",N,2.50,10.8,4.30,1
AS010,2,"MR404",SG,2014-07-17,433,SUB,0.0703,0.1875,"Rhyacophila","GENUS",N,2.00,8.7,4.40,1
AS010,2,"MR404",SG,2014-07-17,434,SUB,0.0703,0.1875,"Baetis","GENUS",N,2.50,11.1,4.40,1
AS010,2,"MR404",SG,2014-07-17,435,SUB,0.0703,0.1875,"Calineuria","GENUS",N,2.50,11.1,4.40,1
AS010,2,"MR404",SG,2014-07-17,436,SUB,0.0703,0.1875,"Perlidae","FAMILY",N,1.60,7.2,4.50,1
AS010,2,"MR404",SG,2014-07-17,437,SUB,0.0703,0.1875,"Baetis","GENUS",N,2.00,9.1,4.60,1
AS010,2,"MR404",SG,2014-07-17,438,SUB,0.0703,0.1875,"Baetis","GENUS",N,2.00,9.1,4.60,1
AS010,2,"MR404",SG,2014-07-17,439,SUB,0.0703,0.1875,"Baetis","GENUS",N,2.00,9.2,4.60,1
AS010,2,"MR404",SG,2014-07-17,440,SUB,0.0703,0.1875,"Rhyacophila","GENUS",N,2.00,9.2,4.60,1
AS010,2,"MR404",SG,2014-07-17,441,SUB,0.0703,0.1875,"Baetis","GENUS",N,2.00,9.3,4.70,1
AS010,2,"MR404",SG,2014-07-17,442,SUB,0.0703,0.1875,"Rhyacophila","GENUS",N,2.00,9.3,4.70,1
AS010,2,"MR404",SG,2014-07-17,443,SUB,0.0703,0.1875,"Dicranota","GENUS",N,1.25,6.0,4.80,1
AS010,2,"MR404",SG,2014-07-17,444,SUB,0.0703,0.1875,"Chironomidae","FAMILY",N,1.00,4.9,4.90,1
AS010,2,"MR404",SG,2014-07-17,445,SUB,0.0703,0.1875,"Empididae","FAMILY",N,0.63,3.1,4.90,1
AS010,2,"MR404",SG,2014-07-17,446,SUB,0.0703,0.1875,"Baetis","GENUS",N,2.00,10.0,5.00,1
AS010,2,"MR404",SG,2014-07-17,447,SUB,0.0703,0.1875,"Epeorus","GENUS",N,2.00,10.0,5.00,1
AS010,2,"MR404",SG,2014-07-17,448,SUB,0.0703,0.1875,"Rhyacophila","GENUS",N,2.00,10.0,5.00,1
AS010,2,"MR404",SG,2014-07-17,449,SUB,0.0703,0.1875,"Glossosoma","GENUS",N,2.00,10.1,5.10,1
AS010,2,"MR404",SG,2014-07-17,450,SUB,0.0703,0.1875,"Baetis","GENUS",N,2.00,10.2,5.10,1
AS010,2,"MR404",SG,2014-07-17,451,SUB,0.0703,0.1875,"Cinygmula","GENUS",N,2.00,10.3,5.20,1
AS010,2,"MR404",SG,2014-07-17,452,SUB,0.0703,0.1875,"Baetis","GENUS",N,2.00,10.5,5.30,1
AS010,2,"MR404",SG,2014-07-17,453,SUB,0.0703,0.1875,"Rhyacophila","GENUS",N,2.00,10.5,5.30,1
AS010,2,"MR404",SG,2014-07-17,454,SUB,0.0703,0.1875,"Drunella","GENUS",N,2.00,10.6,5.30,1
AS010,2,"MR404",SG,2014-07-17,455,SUB,0.0703,0.1875,"Baetis","GENUS",N,2.00,11.0,5.50,1
AS010,2,"MR404",SG,2014-07-17,456,SUB,0.0703,0.1875,"Hesperoconopa","GENUS",N,1.25,7.0,5.60,1
AS010,2,"MR404",SG,2014-07-17,457,SUB,0.0703,0.1875,"Platyhelminthes","PHYLUM",N,1.60,9.0,5.63,1
AS010,2,"MR404",SG,2014-07-17,458,SUB,0.0703,0.1875,"Platyhelminthes","PHYLUM",N,1.60,9.1,5.70,1
AS010,2,"MR404",SG,2014-07-17,459,SUB,0.0703,0.1875,"Wormaldia","GENUS",N,1.60,9.3,5.80,1
AS010,2,"MR404",SG,2014-07-17,460,LR,0.3750,1.0000,"Sweltsa","GENUS",N,1.60,9.5,5.90,1
AS010,2,"MR404",SG,2014-07-17,461,SUB,0.0703,0.1875,"Baetis","GENUS",N,2.00,12.0,6.00,1
AS010,2,"MR404",SG,2014-07-17,462,SUB,0.0703,0.1875,"Rhyacophila","GENUS",N,1.60,9.7,6.10,1
AS010,2,"MR404",SG,2014-07-17,463,SUB,0.0703,0.1875,"Rhyacophila","GENUS",N,1.60,9.8,6.10,1
AS010,2,"MR404",SG,2014-07-17,464,SUB,0.0703,0.1875,"Wormaldia","GENUS",N,1.60,10.1,6.30,1
AS010,2,"MR404",SG,2014-07-17,465,SUB,0.0703,0.1875,"Antocha","GENUS",N,0.63,4.1,6.50,1
AS010,2,"MR404",SG,2014-07-17,466,SUB,0.0703,0.1875,"Empididae","FAMILY",N,0.63,4.1,6.50,1
AS010,2,"MR404",SG,2014-07-17,467,SUB,0.0703,0.1875,"Megarcys","GENUS",N,1.25,8.2,6.60,1
AS010,2,"MR404",SG,2014-07-17,468,SUB,0.0703,0.1875,"Ceratopogonidae","FAMILY",N,0.63,4.3,6.80,1
AS010,2,"MR404",SG,2014-07-17,469,SUB,0.0703,0.1875,"Platyhelminthes","PHYLUM",N,1.60,11.2,7.00,1
AS010,2,"MR404",SG,2014-07-17,470,SUB,0.0703,0.1875,"Wormaldia","GENUS",N,1.25,8.8,7.00,1
AS010,2,"MR404",SG,2014-07-17,471,SUB,0.0703,0.1875,"Wormaldia","GENUS",N,1.25,9.1,7.30,1
AS010,2,"MR404",SG,2014-07-17,472,SUB,0.0703,0.1875,"Drunella","GENUS",N,1.00,7.6,7.60,1
AS010,2,"MR404",SG,2014-07-17,473,SUB,0.0703,0.1875,"Drunella","GENUS",N,1.00,8.6,8.60,1
AS010,2,"MR404",SG,2014-07-17,474,SUB,0.0703,0.1875,"Antocha","GENUS",N,0.63,5.5,8.70,1
AS010,2,"MR404",SG,2014-07-17,475,SUB,0.0703,0.1875,"Drunella","GENUS",N,1.00,9.3,9.30,1
AS010,2,"MR404",SG,2014-07-17,476,LR,0.3750,1.0000,"Calineuria","GENUS",N,1.00,10.1,10.10,1
AS010,2,"MR404",SG,2014-07-17,477,LR,0.3750,1.0000,"Calineuria","GENUS",N,1.00,10.3,10.30,1
AS010,2,"MR404",SG,2014-07-17,478,LR,0.3750,1.0000,"Corydalidae","FAMILY",N,1.00,10.5,10.50,1
AS010,2,"MR404",SG,2014-07-17,479,LR,0.3750,1.0000,"Calineuria","GENUS",N,1.00,10.6,10.60,1
AS010,2,"MR404",SG,2014-07-17,480,LR,0.3750,1.0000,"Calineuria","GENUS",N,0.80,11.2,14.00,1
AS010,2,"MR404",SG,2014-07-17,481,SUB,0.0703,0.1875,"Rhyacophila","GENUS",P,0.80,11.2,14.00,1
AS010,2,"MR404",SG,2014-07-17,482,LR,0.3750,1.0000,"Rhyacophila","GENUS",N,0.63,9.1,14.40,1
AS010,2,"MR404",SG,2014-07-17,483,LR,0.3750,1.0000,"Rhyacophila","GENUS",N,0.63,9.8,15.60,1
AS010,2,"MR404",SG,2014-07-17,484,LR,0.3750,1.0000,"Calineuria","GENUS",N,0.63,10.5,16.70,1
AS010,2,"MR404",SG,2014-07-17,485,SUB,0.0703,0.1875,"Calineuria","GENUS",N,0.63,10.7,17.00,1
AS010,2,"MR404",SG,2014-07-17,486,LR,0.3750,1.0000,"Hexatoma","GENUS",N,1.00,19.0,19.00,1
AS010,2,"MR404",SG,2014-07-17,487,SUB,0.0703,0.1875,"Calineuria","GENUS",N,1.00,20.1,20.10,1
AS010,2,"MR404",SG,2014-07-17,488,LR,0.3750,1.0000,"Hexatoma","GENUS",N,1.00,20.5,20.50,1
AS010,2,"MR404",SG,2014-07-17,489,LR,0.3750,1.0000,"Calineuria","GENUS",N,1.00,31.0,31.00,1
AS010,2,"MR404",SG,2014-07-17,490,LR,0.3750,1.0000,"Corydalidae","FAMILY",N,1.00,32.0,32.00,1
AS010,2,"STR",OG,2014-07-28,1,SUB,0.0938,0.2500,"Acari","SUBCLASS",N,2.00,0.8,0.40,1
AS010,2,"STR",OG,2014-07-28,2,SUB,0.0938,0.2500,"Paraleptophlebia","GENUS",N,3.20,1.5,0.50,1
AS010,2,"STR",OG,2014-07-28,3,SUB,0.0938,0.2500,"Ostracoda","CLASS",N,2.00,1.0,0.50,1
AS010,2,"STR",OG,2014-07-28,4,SUB,0.0938,0.2500,"Acari","SUBCLASS",N,2.00,1.0,0.50,1
AS010,2,"STR",OG,2014-07-28,5,SUB,0.0938,0.2500,"Acari","SUBCLASS",N,2.00,1.0,0.50,1
AS010,2,"STR",OG,2014-07-28,6,SUB,0.0938,0.2500,"Acari","SUBCLASS",N,2.00,1.1,0.55,1
AS010,2,"STR",OG,2014-07-28,7,SUB,0.0938,0.2500,"Acari","SUBCLASS",N,2.00,1.1,0.55,1
AS010,2,"STR",OG,2014-07-28,8,SUB,0.0938,0.2500,"Ostracoda","CLASS",N,2.00,1.3,0.70,1
AS010,2,"STR",OG,2014-07-28,9,SUB,0.0938,0.2500,"Acari","SUBCLASS",N,2.00,1.3,0.70,1
AS010,2,"STR",OG,2014-07-28,10,SUB,0.0938,0.2500,"Acari","SUBCLASS",N,2.00,1.3,0.65,1
AS010,2,"STR",OG,2014-07-28,11,SUB,0.0938,0.2500,"Acari","SUBCLASS",N,2.00,1.3,0.70,1
AS010,2,"STR",OG,2014-07-28,12,SUB,0.0938,0.2500,"Acari","SUBCLASS",N,2.00,1.3,0.70,1
AS010,2,"STR",OG,2014-07-28,13,SUB,0.0938,0.2500,"Acari","SUBCLASS",N,2.00,1.3,0.70,1
AS010,2,"STR",OG,2014-07-28,14,SUB,0.0938,0.2500,"Acari","SUBCLASS",N,2.00,1.3,0.65,1
AS010,2,"STR",OG,2014-07-28,15,SUB,0.0938,0.2500,"Trichoptera","ORDER",N,6.00,4.0,0.70,1
AS010,2,"STR",OG,2014-07-28,16,SUB,0.0938,0.2500,"Acari","SUBCLASS",N,2.00,1.4,0.70,1
AS010,2,"STR",OG,2014-07-28,17,SUB,0.0938,0.2500,"Acari","SUBCLASS",N,2.00,1.4,0.70,1
AS010,2,"STR",OG,2014-07-28,18,SUB,0.0938,0.2500,"Acari","SUBCLASS",N,2.00,1.5,0.75,1
AS010,2,"STR",OG,2014-07-28,19,SUB,0.0938,0.2500,"Acari","SUBCLASS",N,2.00,1.6,0.80,1
AS010,2,"STR",OG,2014-07-28,20,SUB,0.0938,0.2500,"Acari","SUBCLASS",N,2.00,1.6,0.80,1
AS010,2,"STR",OG,2014-07-28,21,SUB,0.0938,0.2500,"Acari","SUBCLASS",N,2.00,1.6,0.80,1
AS010,2,"STR",OG,2014-07-28,22,SUB,0.0938,0.2500,"Acari","SUBCLASS",N,2.00,1.6,0.80,1
AS010,2,"STR",OG,2014-07-28,23,SUB,0.0938,0.2500,"Trichoptera","ORDER",N,6.00,5.0,0.80,1
AS010,2,"STR",OG,2014-07-28,24,SUB,0.0938,0.2500,"Trichoptera","ORDER",N,6.00,5.0,0.80,1
AS010,2,"STR",OG,2014-07-28,25,SUB,0.0938,0.2500,"Trichoptera","ORDER",N,6.00,5.0,0.80,1
AS010,2,"STR",OG,2014-07-28,26,SUB,0.0938,0.2500,"Trichoptera","ORDER",N,6.00,5.0,0.80,1
AS010,2,"STR",OG,2014-07-28,27,SUB,0.0938,0.2500,"Acari","SUBCLASS",N,2.00,1.7,0.90,1
AS010,2,"STR",OG,2014-07-28,28,SUB,0.0938,0.2500,"Acari","SUBCLASS",N,2.00,1.7,0.90,1
AS010,2,"STR",OG,2014-07-28,29,SUB,0.0938,0.2500,"Ostracoda","CLASS",N,2.00,1.8,0.90,1
AS010,2,"STR",OG,2014-07-28,30,SUB,0.0938,0.2500,"Trichoptera","ORDER",N,6.00,5.5,0.90,1
AS010,2,"STR",OG,2014-07-28,31,SUB,0.0938,0.2500,"Nemouridae","FAMILY",N,2.00,1.9,1.00,1
AS010,2,"STR",OG,2014-07-28,32,SUB,0.0938,0.2500,"Ephemeroptera","ORDER",N,6.00,6.0,1.00,1
AS010,2,"STR",OG,2014-07-28,33,SUB,0.0938,0.2500,"Trichoptera","ORDER",N,6.00,6.0,1.00,1
AS010,2,"STR",OG,2014-07-28,34,SUB,0.0938,0.2500,"Trichoptera","ORDER",N,6.00,6.0,1.00,1
AS010,2,"STR",OG,2014-07-28,35,SUB,0.0938,0.2500,"Trichoptera","ORDER",N,6.00,6.0,1.00,1
AS010,2,"STR",OG,2014-07-28,36,SUB,0.0938,0.2500,"Trichoptera","ORDER",N,6.00,6.0,1.00,1
AS010,2,"STR",OG,2014-07-28,37,SUB,0.0938,0.2500,"Trichoptera","ORDER",N,6.00,6.0,1.00,1
AS010,2,"STR",OG,2014-07-28,38,SUB,0.0938,0.2500,"Ostracoda","CLASS",N,2.00,2.1,1.10,1
AS010,2,"STR",OG,2014-07-28,39,SUB,0.0938,0.2500,"Ostracoda","CLASS",N,2.00,2.1,1.05,1
AS010,2,"STR",OG,2014-07-28,40,SUB,0.0938,0.2500,"Ostracoda","CLASS",N,2.00,2.1,1.10,1
AS010,2,"STR",OG,2014-07-28,41,SUB,0.0938,0.2500,"Ostracoda","CLASS",N,2.00,2.1,1.05,1
AS010,2,"STR",OG,2014-07-28,42,SUB,0.0938,0.2500,"Baetidae","FAMILY",N,6.00,6.5,1.10,1
AS010,2,"STR",OG,2014-07-28,43,SUB,0.0938,0.2500,"Baetis","GENUS",N,3.20,3.5,1.10,1
AS010,2,"STR",OG,2014-07-28,44,SUB,0.0938,0.2500,"Ostracoda","CLASS",N,2.00,2.2,1.10,1
AS010,2,"STR",OG,2014-07-28,45,SUB,0.0938,0.2500,"Baetis","GENUS",N,5.00,5.5,1.10,1
AS010,2,"STR",OG,2014-07-28,46,SUB,0.0938,0.2500,"Ostracoda","CLASS",N,2.00,2.3,1.15,1
AS010,2,"STR",OG,2014-07-28,47,SUB,0.0938,0.2500,"Baetis","GENUS",N,3.20,3.7,1.20,1
AS010,2,"STR",OG,2014-07-28,48,SUB,0.0938,0.2500,"Ephemeroptera","ORDER",N,6.00,7.0,1.20,1
AS010,2,"STR",OG,2014-07-28,49,SUB,0.0938,0.2500,"Trichoptera","ORDER",N,6.00,7.0,1.20,1
AS010,2,"STR",OG,2014-07-28,50,SUB,0.0938,0.2500,"Trichoptera","ORDER",N,6.00,7.0,1.20,1
AS010,2,"STR",OG,2014-07-28,51,SUB,0.0938,0.2500,"Trichoptera","ORDER",N,6.00,7.0,1.20,1
AS010,2,"STR",OG,2014-07-28,52,SUB,0.0938,0.2500,"Trichoptera","ORDER",N,6.00,7.0,1.20,1
AS010,2,"STR",OG,2014-07-28,53,SUB,0.0938,0.2500,"Baetis","GENUS",N,5.00,6.2,1.20,1
AS010,2,"STR",OG,2014-07-28,54,SUB,0.0938,0.2500,"Drunella","GENUS",N,5.00,6.2,1.20,1
AS010,2,"STR",OG,2014-07-28,55,SUB,0.0938,0.2500,"Chironomidae","FAMILY",N,1.60,2.0,1.30,1
AS010,2,"STR",OG,2014-07-28,56,SUB,0.0938,0.2500,"Chironomidae","FAMILY",N,1.60,2.0,1.30,1
AS010,2,"STR",OG,2014-07-28,57,SUB,0.0938,0.2500,"Baetidae","FAMILY",N,4.00,5.0,1.30,1
AS010,2,"STR",OG,2014-07-28,58,SUB,0.0938,0.2500,"Baetis","GENUS",N,5.00,6.4,1.30,1
AS010,2,"STR",OG,2014-07-28,59,SUB,0.0938,0.2500,"Baetis","GENUS",N,3.20,4.1,1.30,1
AS010,2,"STR",OG,2014-07-28,60,SUB,0.0938,0.2500,"Chironomidae","FAMILY",N,1.60,2.1,1.30,1
AS010,2,"STR",OG,2014-07-28,61,SUB,0.0938,0.2500,"Chironomidae","FAMILY",N,1.60,2.1,1.30,1
AS010,2,"STR",OG,2014-07-28,62,SUB,0.0938,0.2500,"Chironomidae","FAMILY",N,1.60,2.1,1.30,1
AS010,2,"STR",OG,2014-07-28,63,SUB,0.0938,0.2500,"Baetis","GENUS",N,5.00,6.6,1.30,1
